SOC, Ri
0.9512802275960155, 0.22053184229748954
1.0271270448079655, 0.2203350505555342
1.4822079480796582, 0.218996866710238
1.5580547652916081, 0.21880007496828266
1.6339015825035546, 0.2186426415747184
2.0889824857752473, 0.2174225327745954
2.1648293029871972, 0.21722574103264006
2.240676120199147, 0.2170683076390758
2.69575702347084, 0.21584819883895276
2.7716038406827863, 0.21571044461958405
2.8474506578947363, 0.21553333205182423
3.378378378378379, 0.2142935440775057
3.4542251955903254, 0.2141164315097459
3.5300720128022753, 0.21397867729037717
4.060999733285918, 0.21269953096766753
4.136846550497864, 0.21256177674829882
4.212693367709814, 0.21238466418053903
4.288540184921764, 0.21226658913536584
4.8194679054054035, 0.21112519703202492
4.8953147226173535, 0.2109284052900696
4.971161539829303, 0.21077097189650534
5.5779360775248925, 0.20955086309638232
5.6537828947368425, 0.209354071354427
5.729629711948789, 0.20915727961247166
6.412251066856328, 0.20793717081234864
6.488097884068278, 0.2077403790703933
6.488097884068278, 0.2076223040252201
7.246566056187767, 0.2064021952250971
7.322412873399713, 0.20626444100572836
7.398259690611663, 0.20612668678635962
8.156727862731152, 0.2049065779862366
8.156727862731152, 0.2047885029410634
8.308421497155049, 0.2046704278958902
8.384268314366999, 0.20455235285071702
9.218583303698434, 0.203332244050594
9.294430120910384, 0.20319448983122526
9.44612375533428, 0.20297801891507442
10.356285561877666, 0.20179726846334245
10.507979196301562, 0.20156111837299606
10.659672830725462, 0.20140368497943179
11.721528271692744, 0.20030165122448196
11.797375088904694, 0.2001442178309177
11.94906872332859, 0.20002614278574452
13.238464615931722, 0.19898314655338128
13.541851884779515, 0.19890442985659915
13.845239153627311, 0.19898314655338128
16.120643669985775, 0.1987469964630349
16.424030938833567, 0.19870763811464381
16.727418207681367, 0.19868795894044827
19.00282272403983, 0.19855020472107957
19.306209992887624, 0.19856988389527508
19.609597261735416, 0.19849116719849297
19.837137713371263, 0.19849116719849297
22.03669541251778, 0.19825501710814658
22.340082681365573, 0.19817630041136444
22.643469950213372, 0.19817630041136444
22.87101040184922, 0.1980975837145823
25.22226173541963, 0.19786143362423592
25.52564900426742, 0.19778271692745378
25.82903627311522, 0.19778271692745378
28.256134423897578, 0.1974481709661297
28.559521692745378, 0.19738913344354314
28.787062144381224, 0.19738913344354314
31.138313477951634, 0.19693651243704588
31.441700746799427, 0.19689715408865482
31.745088015647227, 0.1968381165660682
34.17218616642958, 0.1964051747337665
34.47557343527738, 0.19636581638537542
34.778960704125176, 0.19630677886278883
37.05436522048364, 0.19612966629502904
37.35775248933143, 0.19612966629502904
37.66113975817923, 0.19612966629502904
37.88868020981508, 0.19612966629502904
40.16408472617354, 0.19612966629502904
40.54331881223328, 0.19612966629502904
40.92255289829303, 0.19612966629502904
43.273804231863444, 0.19597223290146476
43.57719150071124, 0.19597223290146476
43.88057876955903, 0.19597223290146476
44.18396603840683, 0.19597223290146476
46.611064189189186, 0.19597223290146476
46.914451458036986, 0.19597223290146476
47.21783872688478, 0.19597223290146476
49.644936877667135, 0.1960509495982469
49.948324146514935, 0.1960509495982469
50.251711415362735, 0.1960509495982469
52.830503200568984, 0.19620838299181118
53.133890469416784, 0.19620838299181118
53.437277738264584, 0.19624774134020223
55.86437588904694, 0.19644453308215756
56.16776315789474, 0.19648389143054862
56.471150426742525, 0.1965232497789397
59.04994221194879, 0.1968381165660682
59.35332948079659, 0.19689715408865482
59.656716749644374, 0.19691683326285034
61.93212126600284, 0.19727105839836995
62.23550853485064, 0.197310416746761
62.53889580369844, 0.1973694542693476
64.8143003200569, 0.19778271692745378
65.11768758890469, 0.19784175445004037
65.42107485775249, 0.19790079197262697
65.64861530938833, 0.19794015032101803
67.84817300853484, 0.19831405463073315
68.15156027738264, 0.19837309215331977
68.45494754623044, 0.19843212967590634
70.7303520625889, 0.1988847506824036
71.03373933143669, 0.1989437882049902
71.33712660028449, 0.19902250490177234
73.76422475106685, 0.19943576755987852
74.06761201991465, 0.19943576755987852
74.37099928876245, 0.19951448425666066
76.7980974395448, 0.19986870939218024
77.1014847083926, 0.19992774691476684
77.40487197724039, 0.19998678443735343
79.68027649359885, 0.2003803679212641
79.98366376244665, 0.20047876379224175
80.28705103129445, 0.20051812214063283
80.5145914829303, 0.20053780131482835
82.56245554765292, 0.20106913901810775
82.8658428165007, 0.20114785571488986
83.1692300853485, 0.201226572411672
85.29294096728307, 0.2018956643343201
85.59632823613086, 0.20199406020529778
85.89971550497866, 0.20209245607627543
87.64419230085348, 0.20282058552151014
87.87173275248932, 0.20297801891507442
88.17512002133712, 0.20311577313444312
89.61620954836415, 0.20408005267002424
89.84375, 0.20431620276037063
90.07129045163585, 0.20443427780554382
91.36068634423897, 0.2054969532121026
91.58822679587482, 0.2056937449540579
91.73992043029871, 0.2058118199992311
92.87762268847794, 0.2068351370573988
93.02931632290185, 0.20697289127676755
93.18100995732574, 0.2071303246703318
93.2568567745377, 0.20726807888970053
94.31871221550497, 0.2083307542962593
94.47040584992887, 0.2084488293414325
94.62209948435277, 0.20860626273499674
94.77379311877667, 0.20872433778016994
95.759801742532, 0.20982637153511977
95.9114953769559, 0.2099641257544885
95.98734219416785, 0.21010187997385724
97.12504445234708, 0.21144006381915345
97.04919763513513, 0.2112826304255892
97.27673808677098, 0.21161717638691324
98.33859352773825, 0.21295536023220946
98.26274671052632, 0.21281760601284075
98.41444034495021, 0.2130931144515782
99.40044896870555, 0.21433290242589675
99.55214260312944, 0.2145296941678521
99.6279894203414, 0.2146674483872208
